PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:02.74 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:02.76 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:02.78 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:02.79 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:02.80 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:02.82 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:02.83 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:02.85 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:02.86 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:02.88 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:02.90 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:02.91 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:02.92 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:02.94 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:02.95 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:02.96 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:02.97 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:02.99 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.01 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.02 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:03.03 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.05 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.06 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.07 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.09 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.11 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.12 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.13 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.15 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.16 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.17 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.18 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.20 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.22 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.23 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.24 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.26 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.27 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.28 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.30 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.32 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.33 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.35 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.36 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.37 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.38 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:03.40 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.41 Main
