PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.70 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.72 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.74 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.75 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.76 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.78 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.79 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.81 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.82 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.84 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.86 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.88 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.89 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.90 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.92 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.93 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:05.94 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.96 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:05.98 Main
[1m12521 fiendfa+ 20 0 242016 136768 27968 R 6.7 0.8 0:05.99 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:06.01 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.02 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.03 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.05 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.06 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:06.08 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:06.10 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.11 Main
[1m12521 fiendfa+ 20 0 242016 136768 27968 R 6.7 0.8 0:06.12 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.13 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:06.15 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.16 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.17 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.18 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:06.20 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 13.3 0.8 0:06.22 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.23 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.24 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.25 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.26 Main
[1m12521 fiendfa+ 20 0 242016 136768 27968 R 6.7 0.8 0:06.27 Main
2521 fiendfa+ 20 0 242016 136768 27968 S 6.7 0.8 0:06.28 Main
